text,label
"아이들이 넘 좋아해요. 학기 시작이라 풀이 필요했는데, 센스가 넘치는 풀이라 사봤어요. 넘 예뻐요!",1
수분감도좋고만족합니다담에구매할께오,1
진작 살걸 후회 되네요~ 두개 더 구매하려구요^^,1
까끌거리구ㅜ움직이고ㅠ최악이어요ㅜㄴ,0
4가지를 구매했어요. 배송도 어느정도 괜찮았지만패디팁은 함부로 붙이거나 잘못붙였을경우에는발톱에 손상이 너무도 큰거같아요.,0
상자 어디 하나 부서진곳 없이 깔끔하고 빠르게 배송되었습니당,1
아직 먹어보지않았지만 평범하겠죠? 명란젓 제외 다른젓갈은 너무별로네요,0
화력이 탁월합니다~블랙이 고급감도 있고,1
중학생이 하기엔 너무 힘도없고유치한듯요ㅠㅠ,0
아이들이참 좋아합니딘. 잘키울께요,1
잘되는거같아요!,1
유통기한이8월8일꺼지가옴... 황당그자체 2달도남지않은 조금있으면 버려야될 상품 같지도않은것을 보내줬음....뭐이런그지같은경우가 여기서사지마세요!!!! 쓰레기물건보내줍니다,0
최고최고~!! 빠른 쿠폰발송 너무 좋네요~ 잘쓸게요^^,1
슬림한 거 좋아하는데 어깨부분도 딱 맞고 넥부분이 답답해 보이지 않아서 좋습니다~,1
배송도빠르고잛받았어요,1
옷걸이 스테인리스?부분에 검은 점박이들이 있어요.. 아무리 걸레로 닦아봐도 지워지지 않네요교환 귀찮아서 그냥 쓰지만 재구매 의사는 없어요,0
오랜만에 먹어보니 옛날맛 그대로네요~,1
링은 귀가 두꺼운 사람은 못 낄 거 같아요 선물로 줬는데 겨우 끼웠다구 하더라구요,1
저렴해서 샀었는데 단맛이 하나도 없고 축축해서 다 버렸네요 숙성이 덜 된 탓인가 해서 숙성도 시켜보고 했는데 맛이 없어서 하나도 못먹었어요,0
기대 이상이며 아주 훌륭합니다~,1
다신 인터넷으로모자는 사면일될듯요,0
사용 몇일만에 아래 버튼이 뜯어져서 못입어요.. 세번입혔네요,0
손톱깎기가 잘 벌어지지 않아서 사용하기 불편해요. 손이 안 가게 되고 거의 안씁니다.,0
한개가 바퀴가 깨져서 왔어요. 귀찮기도 하고 급한대로 그냥 반품하지 않고 씁니다..,0
이거 있으니 운전교습 잘 받을꺼 같아요.,1
심플하니 넘 좋아요. 가격도 저렴하고 작다 느꼈는데 막상하니 괜찮네요.,1
바느질이 허술해서ㅡㅡ세탁도 하기전에 소매부분 실밥이 터져서 풀렸어요,0
별로 추천하고 싶진 않네요.한번입으면 보풀이 너무 많이 생기고 일딴 속옷이 비춰요. 2번이상은 못입을거 같아요,0
엄마가 좋어하시네용 많이파세용,1
ㅊㅊ 조아욫츄츄천합니다 강아지카시트 방석도 삿어서 재구매해씁ㄴ다 추착합니대 ㅇㄱㄹㅇ ㅂㄷㅂㄱ 추처,1
아주 마음에 듭니다 빠른배송은 덤이구요 튼튼해 보여서 너무 좋아요 다음번에도 이용할께요 감사합니다~!,1
사람 줜나 열받게하네 진짜.. 다물아라 니도 입만열면끗이다 내부르지마라 그리고 니 언젠간 한번 두고보자 진짜 내가 지금 긴가민가해서 참고 넘어가는거지,0
재구매 전에 맛있게 먹고 다시 주문했어요,1
잘 늘어나요 빨면 다시 줄어들어요 길이가 좀 짧아요,1
"올뉴쏘렌토차량, 보완할점이 많아 보이네요. 차량들 대쉬보드틀에맞게 상품군을 개발하셔야 할듯해요. 가격도 애매하고, 뭔가 아쉽네요.",0
추천안해요 생각보다향도강하고 보습도별로인것같아요 그러니깐생각잘해보시고구매하시길 그냥싼맛에사는것도나쁘지않음,0
이사하면서 새로구입했는데 제품 좋습니다. 실제로 받아보니 마감이나 제품 퀄리티도 만족합니다.,1
바지 25~26입는데 작은느낌,0
남자가 입기 완전 좋아요,1
고급지고 맛있어 보이네요.,1
네이버페이 결재시 포인트 적립 되는줄 알았는대. 환금성 상품이라 구매적립이 일체 안된다고 합니다. 이럴줄 알았으면 평소대로 티멤버*으로 살걸 그랬어요. 요즘 상품권 제값 주고 주는 사람이 어딨나요.,0
냄새 너무심함 재질도 그닥,0
로고가 귀여워서 산건데.. 목사이로 들어가서 로고가 안보임;;,0
역시 값싼건 값싼 값어치를 해...잘 씌워 지지도 않고 씌워도 주루룩 흘러내려서 캡이 중간에 가 있음...고로 전혀 쓸모 없는 제품임...,0
재구매 전에 주문해서 먹어보니 괜찮아서 재주문했는데 사차인치가 너무 새까맣게 타있어서 바로 쓰레기통에 버렸어요 같이 주문한 브라질너트는 신선하고 좋은데 말이죠 쓰레기통에 버린 사진을 미처 못찍었네요,0
한달정도 지나니 열선이 약해지고 끊어짐니다,0
원한 상품이 아니였습니다ㅠ,0
"값이 사다고 수입해서 판매하지말았음 좋겠네여.다이소에서는 비슷한걸 5000원에 판매하든데 가격도비싸고,한번펼쳐봤는데 그담에 펼치니까 작동이 안되어 어이없어 쓰레기통으로 직통했네요 싼게비지떡~.",0
원단도 너무 얇아서 속옷 다 보임 길이도 짧아서 7-8부 정도 되는듯(큰키아님) 허리끈도 짧음 박음질도 약함 환불할까 했는데 바지가격만큼이라 그냥 둠,0
스트레칭 하기에는 좋지마 종아리는 정말 다리얇은 새다리만 들어갈거 같습니다,0
종류도 많고 잘 사용하고 있습니다,1
3단계 쓰다가 애기가 커서 4단계 주문합니다,1
다 맞추고 액자에 넣으니 보기 좋네요.,1
한번 쓰고 고리가 떨어져서 무용지물 됐네요....,0
아주 잘쓰거 있어요 편히 쓰기 좋아여,1
빠른배송 좋고 전용 리무버필수상품이에요,0
재구매 항상 신는 비비오 구두라 또 구매했어요ㅎㅎ 맨날 높은 굽만 신다가 근무할때 신으려고 낮은굽으로 사보았는데 너무 좋아요! 굽이 뾰족굽? 이아니라 넖은 굽이라서 더 편한것 같아요~ 재구매 의사 있습니당!!♡,1
편하네요 하지만 속도가 조금 느려져요,1
교정 일반모 샀는데 너무 억세요 진짜아파요 잇몸 날아갈것같네요 참고하시고 슬림모사세요 꼭,0
집들이선물로 샀어요 포장 고급지네요^^,1
상품은 잘받았어요 근데 상품 두개를 주문했는데 배송비는 따로 받으면서 상품은 합배로 왔네요 이런 경우가 어디에 있는지.. 좋은 상품 구입하고도 기분이 나쁘네요ㅜㅜ,0
다른고기들은 잘먹었네요.. 근데 차돌박이는 버릴부분이 거의다네요ㅜㅜ,0
퀵보드에 호환안됩니다 완전하자입니다,0
비싸요 ...비싸..,0
재구매 봉사활동갈때좋아요 굳,1
색깔 안빠진다고 하셨잖아요 색깔 다 빠지는데요?,0
오늘 받아서 쓰고 있는데요 고무 냄새는 좀 나네요.,1
꼼꼼하게 포장해주시고 배송 빨라서 안전하게 왔네요. 만족,1
냄새가 너무너무 심해서 잘안빠져요ㅜㅜㅜ,0
짜지지가않고 그냥뭉그러져요,0
다 좋은데... 양고기....냄새가 너무 나요....ㅜㅠ 양고기 좋아라하는데 이건 못먹겠어요..ㅜ,0
다양한 종류와 가격에 만족합니다,1
중요한자리에서 마셨어요 병이이뻐요,1
리뉴얼 전이 낫긴한데 이것도 좋아요,1
버티컬 아랫부분 플라스틱 11개 고리 끼우는 부분이 다 부서져서 왔네요.,0
밴딩이 너무 느슨해서 조여주질 못하구 사이즈가 작아서 얻어입힌것 같아요 ㅠㅠ,0
효과는 그다지 의미 없네요,0
컵이 작네요 ㅠㅠ,0
물 무처서 좀쓰다보니 박음질부이가 터저서 버렸네요,0
좋습니다. 빠른배송 감사해요,1
여기 의자를 다시 사는 일은 없을겁니다. 의자 그 자체로는 괜찮지만 배송상태와 여기져기 긁힌걸 그냥 주는건 새상품을 파는방법이 아니라고 봅니다.,0
안전하게 잘 배송되었고 아직까지는 차나 커피만 먹고있는데 다용도로 사용할수있을것같아서 좋네요,1
회사에서 사용할려고 구입했습니다. 다리가 불안한 감은 있느나 일반 싱크대와 동일합니다. 잘 사용하겠습니다.,1
각도 맞추기 어렵고 한번쓰고 다신 안쓸거같아요 하...,0
배송도 빠르고 뽁뽁이에 안전하게 왔네요 사은품도 주시고 좋아요 불량없이 인식도 잘되네요,1
솔직히 티비나온처러럼 그렇게 까지맛있진 않네요,0
싱싱하고 좋아요. 크기도 크고 맛도 좋네요. 담에 또 구매예정입니다. 크게 무르거나 상한건 없이 잘왔어요.,1
새로 이사 온 집에 바퀴벌레가 보여서..바로 주문했는데...요즘은 거의 보이지 않습니다. 그래서 개인적으로는 만족합니다^^,1
재구매 상품은 그럭저럭 서비스가 엉망이네요,0
잘 받앗어요...맘에 안 드는데 그냥 구매확정 할께요,0
아기 기저귀 가방 으로 끄려고 구매했는데 가볍네요. 그냥 그가격 퀼리티정도.편하게 쓰기 좋아요 글구 주머니 많아서 좋네요,1
그럭저럭 먹을만해요,0
배송도 빠르고 가격도.싸고 매우좋아요,1
간편하고 빠르고 좋아요!,1
배송도 빠르고 화분도 튼튼하고 좋아요~ 배양토도 정말 부드럽고 깨끗해서 채소들도 쑥쑥 자랄 것 같구요 토마토 모종이 있어서 바로 심었는데 뿌듯하네요,1
옷에는 XL라고 되어있고 텍에는 M이라고 되어있네요 불량이 아닌가 싶네요..,0
일반 탈모빗과 같으나 빗과 플라스틱사이 공기구멍으로 물이들어갑니다 쓰고 항상 안말려주면 곰팡이가 생길것 같습니다 가격이랑 배송은 만족합니다,0
맛있습니다 에어프라이어에 돌려서 먹었어요,1
재구매 수미감자 2번 삿을때는 깨끗하고 파실파실 했는데 오늘 온건 지져분하고 물감자 인듯. 맛도 별로임. 오자마자 쪄봤더니 파실한것도 없고 완죤 물감자네요,0
큰택배 박스에 깜놀했지만 안전한 이중포장 감사합니다~^^,1
잘사용할께요~♡ 저렴하게잘산듯해요~♡ 예쁘게사용할께요~♡ 딸이 첫월급타서 사준거라 더좋아용~~~♡ 잘사용해서 젊어질께용~♡,1
이빨닦기가 굉장히 편해졌어요,1
가성비 최고!!! 싸고 좋습니다. 예전에 산 8천원짜리랑 다른 점을 모르겠네요. 품질 좋고 가격 싸고 그냥 최고에요,1
집에 전선정리가 쉬워졌습니다! 여행갈때도 편해요 ㅎㅎ 좋은 제품 감사해요!,1
지금 사용한지 한달도 안됐는데 잘 사용하다가 갑자기 유선충전도 무선충전도 안되네요 보조배터리 충전도 100%로 충전해서 LED불도 들어와있는데 무선 인식도 안되고 유선도 반응이 없어요 제품 수명이 한달도 안되는건가요? 괜히 산 느낌이네요,0
배송은 느렸고 스틱은 가늘어요,0
후기보고 사용해봤는데 저하고는잘 안맞는듯 하네요 가기질 제거 느낌이 거의 없네요ㅠㅠ,0
좋습니다. 선물로줬는데 향이 엄청좋다네요!! 남자향수로 적극 추천합니다!! 향도 오래가고 좋아요~~^^,1
아기 보냉파우치 엄청 검색해보고 비교해보고 구매했는데 정말 맘에 들어요 각진 네모 파우치로 구매할까 했었는데 원통형이고 보자기형태라 자리도 안차지할거 같아요 많이 크지 않아서 저는 더 좋아요 파우치도 너무 예뻐요^^ 맘에 듭니다!!!,1
중간에 천이 찢어질랑말랑하고 가루같은거엄청나고 플라스틱부분 오염도많고 맘에 안드네요,0
배송잘왔고 좋은데 양말을 투명봉지안에 넣어서 택배 비늴에 넣어줬으면좋겠어요 택배봉지 안에 바로 양말넣어서 너무 비위생적이에요,0
포장이 제대로 안되어있네요. 실망스럽습니다 맛자체도 비린맛이 강해서 재구매 의사는 없습니다,0
제품이 그냥 그냥 그래요~,0
정말정말 잘샀습니다 고양이도 거부감없이 들어가고 산책하기 편합니다ㅠㅠ,1
배송은 잘되었어요 기대하고 먹는 중이에요,1
최고 잘사용 할께요......,1
가격대비 질감 좋아요 색깔은 생각보다 진해요,1
배송이넘느립니다~ 문자에답장도 일주일있다가하고...,0
아직 먹어 보진 않았지만 믿고 구매합니다^^,1
아침 식사 대용 엄마가 아침 식사 대용으로 드시는데 기존에 먹던걸 다 먹어서 다시 주문했습니다~ 미숫가루 같은데 우유에 타먹으니 다 고소하고 좋아용,1
재구매 새콤달콤 제가 먹어도 맛나요 ^^,1
한달이 지나니 다시 줄눈이 벗겨져요 ㅠㅠ 다시 지저분해져서 많이 속상합니다.,0
어제 사용해봤어요 피지가 잘안빠지네요 다른데서 삼단계로 피지빼는게 좋아서 똑같이 효과좋을거라기대핬는데 아쉽네요,0
친구랑 자취하는데 필요해서 구매하게 됐어요 너무 필요한 제품 이였는데 가격도 좋고 제품도 좋게 구매합니다 배송도 빨랐어요 다음에도 여기 사용하고 싶네요!!,1
진짜 너무너무 맘에듭니다. 진심 제가 올여름안에 무조건 재구매각입니다 믿고 사세요 진짜로!!!,1
필름시공이라 그런지 잘 울고 벽면 굴곡에 따라서 거울 역활을 제대로 하지 못함,0
"액정교체후에 작동은 잘 돼는데 근접센서가 먹통이네요,",0
아ㅠㅠ잘못사긴 햇는데 잘왔어요,1
마감좋네요 가격도 좋고 마감도 좋습니다. 기존키에 장착했을때 잘 장착되고 맘에 듭니다. 잘 사용하겠습니다.,1
너무 작고요 침이 짧아요,0
맛있다고 얘기만 들어보고 직접 먹어보는 건 처음인데 맛있네요,1
부러쉬 털이 마니 빠져요 ㅠㅠ,0
비닐이 터져왔어요 ㅡㅡ 압축기도 불편 ᆢ제가 잘못 쓴건지도 모르죠 청소기로 하면되는데 비닐이 터져요,0
중양파가 너무 작아 배송오류인줄 알고 교환했는데 마찬가지네요. 누가봐도 작은 사이즈인데요. 믿고 구매한 제 잘못이네요 역시 생물은 직접보고 구매하는게 답이네요,0
아주 화가납니다 포장상태에,0
규격이맞지않아서진짜엄청고생결국두군데만,0
마감상태 불량 반품하려다 그냥 쓰네요,0
사이즈도 좋고 길이도 좋네요,1
택에서 빼자마자 휘어지는.. ㅠㅠ 돈 날렸어요..너무 연약해야...그냥 열어서 뺄려한건데...,0
재구매 제가 쓰려고 구매했다가 아이가 자기도 쓰고싶다고해서 재구매했어요.잠도 잘오고 편하고 푹신합니다. 추천이요,1
으 코스트코에서 산 프리미엄 두루마리는 안잠기네요ㅠㅠ아..좀쓰다가 닫아야할듯,0
디자인이 넘 예뻐요~ 공간도 여유 있고 좋아요^^ 신발장 기능도 있지만 중문이 없는 현관에 시야 차단을 위한 목적도 있어서 여러모로 만족합니다,1
산지몇일되지도않아서 세일하네요 재구매 안할래요,0
향기도 괜찮고 쓸만해요.. 일단 엄청싸니깐요.. ^^,1
앞으로 많이 써볼게요.,1
이쁘게 꾸미고자 하신다면 비추에요...,0
빠른배송감사요..일단은 써보진않았지만 잘될꺼라고 믿어요..,1
여권커버에 붙은 스티커가 문제네요,0
싱겁고 그냥그저그래요,0
너무 별로네요.. 계속 빠져서 고정이 안되요,0
암막 잘되고 배송도 빠르고 설치도 쉬워요,1
조카가 인싸인형이라고 생일선물로 사달라해서 샀어요 ㅎ 배송도 빠르고 좋네요. 초딩들 사이에서 유행인가봐요 ㅎㅎ,1
사진과는 달리 스푼 크기가 작아서 아쉽네요,0
사이즈가 생각했던거보다 좀 작아요. 맛은 있어요,0
입고 난 후 후기 : 존나 껴요 진짜 존나 낌 걸을수가 없음 너무 껴서 하..돈아까워 질염걸림 너무 껴서 안낀다고 적어놓으시질 말던가ㅠ알아보니 심리스 팬티는 다 낀다고 하네요 작거나 크게 산거 절대 아니고 걸으면 거시기부터 똥꼬까지 다 낍니다,0
저희 어머니께서 갱년기로 두유 찾다가 구매했어요 아주 좋아하십니다,1
가성비좋아요. 면세점에서 살거없어서 구매했었는데 가격대비 커버력 등 괜찮더라고요. 그래서 리필 또 구매해서 씁니다. 건성피부라 매트하지않고 촉촉해서 좋아요.근데 이번 23호는 커버력이 조금 떨어지는듯하네요.같은건데 왜이럴까요..,1
재구매 포장이 잘되어 새우가 살아 있네요,1
얌얌 손님 온다해서 주문한 양고기! 손님들은 처음 맛 본 양고기! 매우 만족하시면서 갔네요~ 꼬치에 안 꼽고 그냥 솥뚜겅에 올려서 달달 구워서 먹었는데 아주 좋아요.,1
무슨.단추가 입고 기저귀. 2번째가는데 툭빠지나요???,0
반품 번거로워 그냥 둡니다,0
효과는 잘 모르겠지만 분사가 넘 일정하지 않아요 분무기 노즐이 뭉쳐 나와요,0
재구매 선물드리려고샀어요. 써보니 너무좋아서 선물하려고 샀어요 튼튼하고좋아요,1
"재구매입니다. 화이트머스크 향이 더바디샵 못지 않게 조화롭고 좋아서 또 샀어요~ 시향지를 편백향으로 보내주셨는데, 이 향도 출시되는 건가요? 나무향 원래 좋아하긴 하지만, 이 편백향 특히 너무 좋네요! 다음에도 재구매각-",1
ㅅ 중성인데 물먹인 퍼프로 바르면 속광나고 지속력도 좋아용 ㅇ지베르니 밀착파데 잘 맞으신 분들한테 추천이요 비슷한느낌,1
튼튼하고 붙박이장 정리에 유용해요 그런데 조립할때 손가락이 아파요 ㅠ,1
선물용으로 딱이네요 좋아요,1
물끊일때 밑부분이 새는것같아요,0
설치가 편하고 가볍습니다. 1분이면 설치가능,1
그냥 저냥 쓸만해요,0
제가분유를잘못시켰지만~~유통기간은맘에들어요,1
촉촉한건 맞는데 유분기 때문에 저하고는 잘 맞지 않았어요 애들한테 써도 괜찮긴합니다,0
라떼로 해먹으니 너무 좋네요ㅜㅜ 커피가 너무 마시고싶은데 대리만족하고 있어요! 다 마시면 또 사러올께요^^,1
상품평보고 간단한 조립일것같아 구매했는데.. 몇개 구멍 빼고는 잘 안맞아서 넓힌다음 해야했고 망치로 치면 페인트칠 벗겨지고 .. 여자 혼자 조립 쉽긴한데 구멍 넓히고 하다보니 시간도 꽤 오래 걸렸어요.,0
걍 그래요 막 쓸용으로 구매했는데 아무리 버튼을 눌러도 온도가 안내려가네요;; 불량품인건지;; 귀찮아서 그냥 씁니다,0
이런 상담을 오프라인으로만 보다가 비도 오고 해서 그냥 처음으로 온라인 상담을 받아봤거든요. 깜놀했어요 진짜로.,1
정말 엄청나게 튼튼하네요 짱짱하고 예뻐요,1
색깔이 섞여서 올줄 알았는데 6알 구매했는데 4알이인기없는 녹색 2알만 분홍색으로 배송됐습니다. 색깔 때문에 사는 볼인데 섞어서 줘야하는거 아닌가요.,0
두번입고 지퍼 고리들 모두 떨어짐 남편이 내다 버리라고,0
편하고 부들부들 좋아요 다음에재구매해야겠어요,1
금요일날 주문해서 화요일인 오늘 받았습니다. 홍시를 넣으실꺼면 위에라도 넣어주시지. 완전홍시 세개에 무른것도 많고 엉망이네요.,0
화면에서 보던 내용이랑 같아요~,1
맛은있는데 비늘이 안벗겨져있어서 불편하네요,0
"운동복, 수건도 사용할수없네요.",0
재구매 싸구려...중귝산..,0
죠아짓다 진짜 너무 좋아 진짜 너무 좋아 진짜 너무 좋아 진짜 너무 좋아 진짜 너무 좋아 진짜 너무 좋아 진짜,0
생각보단 코팅력이 금방 없어져요 쓰면서 아 괜히 비싼돈주고 전문가가 있는게아니구나 싶었고 시간을돌린다면 이걸로 돈낭비 시간낭비 안하겠어요..,0
감사합니다. 감사합니다.,0
가족들이랑 먹을려고 샀는데 저건 찝찝해서 못먹겠네요 ㅋㅋ 안에 같이 포장되었던데 언제 환불하고 교환해요 그냥 버렸어요,0
싼게 비지떡이라는데... 풍량은 그렇고 무게는 가볍고... 리모콘이 있어서 그건 편합니다,0
남자친구랑 커플모자 맞췄는데 제가 두상이 많이 작은편은아닌데 저한테는 컸어요 ㅠㅠ 하지만 이쁩니다 ㅋㅋㅋ 이뻐요 남자친구는 베이지 저는 블랙했는데 남자친구모자안어울리는데 예쁘게 잘맞았어요,1
처음사봐서 아직잘모르겠지만 좋아여,1
조카사줬는데 맘에들어하네요,1
재구매 1~2개 빼고는 아주 잘 타요,1
편리해요 통째로 버릴수 있어서 편해요,0
늘 사용하는 제품입니다. 배송은 너무 느려서 취소할뻔했어요.,1
접착력 너무 안 좋아서 자꾸 툭툭 떨어져서 그냥 버렸습니다.,0
세탁하자마자 세탁기와 함께.. 다 뜯어지고 난리났네요ㅠㅠ 타사꺼는 약한모드로 다 세탁해서 쓰는데.. 제 잘못이죠. 절대 세탁기 돌리지 마세요...,0
압이 너무 약해요... 싱크대 문짝도 감당이 안되네요 ㅠㅜ 넉넉하게 구매해서 문짝 하나에 두 개씩 달았어요....,0
그냥드론대로쓸만함니다,0
다른 팬티라인보다 피부트러블이 안생기는것 같아요,1
잘지워져요 ~^^ 향도좋고 거품도잘나고 뽀뜨커리는느낌은없ㅇㆍㄱᆢ,1
배송이 빠른건 좋네요 다만 상품 판매에 대한 섬세함?? 포장도 그렇고 제품을 넣어준것도 ..그다지 가격대비 그냥 만족하고 잘쓸게요,0
에휴...다들 이거 보고 살지말지 결정하세요~ 사자마자 뜯어서 놓는 순간 저렇게 투두둑 튿어짐...(쓰레기도 담기 전),0
가격적인 메리크는 있는데 배송은 음 그냥 적당히 왔고 포장은 허술했습니다,0
물건은 좋은디 아직 몰르겠고 배송은 빵점이네요 개봉하자마자 질질,0
냄새가안가심 된장 월계수 갖은향신료 넣고 끓여도 냄새안가심,0
확실히 견고함이떨어지네요 캡사이로 물 흐를수있으니 조심,0
숙성ㅅㅣ켜야겠어요 ~ 바로뿌리니까 긴가민가 했는데 시간지나니 좀 맞는 것 같네요,1
애가 거들떠도 안봐요 안에 간식 짜주고 넣어봐도 돈만버림,0
맛나고 좋아요~~~~~~~~~~!!!!,1
상품평이 좋아서 주문했는데 고추가 질겨요ㅜㅜ,0
파손되어서옴ㅠ 와이어가 다 휘어져있어요,0
충전이 될때도 있고 몇일씩 안될때도 있음. 이유는 모르겠음. 여름에는 대시보드에 설치한 경우는 사용이 어려울듯. 최고 기온 19도인 날 폰 온도가 높아 자동 충전 중지한다고 메시지 나타나면서 충전이 안됨. 폰은 노트9 임.,0
배송도 빠르고 꼼꼼히 포장되어서 왔습니다. 감사합니다.,1
배송도 빠르고 장착해보니 올뉴k3는 대쉬보드가 평평해서 들뜸도 거의없고 아주좋아요 한가지 아쉬운점은 가죽이라 앞유리에 반사가 조금 되는데요 그래도 백프로 만족합니다 ...,1
아주이뻐요. 더할나위없이 아주 이쁩니다.,1
어른용으로 산거 같은데 수저젓가락이 짧은 느낌입니다. 그리고 과대포장이 심한거같아요,0
일반인이 하기엔 조금 진입장벽이 높은 거 같아요,0
색들이 다 사진이랑 달라요 파스텔계열로 샀는데 전부 다 형광이에요,0
언니말대로 언니말대로 이루어지면 좋을것같아요 정말 ㅎㅎ 나중에 저도 후기들고 오는날이 있었으면 좋겟어용 조만간 또 올게욤,1
이뻐요 한사이즈 크게 주문하는게 더좋아여,1
냉장고에 넣었다가 카시트 이용시 사용했는데 생각보다 시원하지도 않고 아기등에 땀이 차네요 그냥 샀으니 써요,0
맛있어요~ 어릴때 많이먹어본 불량식품? 쥐포 맛이예요 ㅎㅎㅎ맥주 안주로 괜찮아요 ㅋㅋㅋ^^나중에 구매하게되면 몇개 또 사려구요,1
손에 딱 맞습니다. 완전 만족합니다^^,1
진짜 너무 허술하네요 사지마세요,0
맛있습니다 ~ 처음 사서 먹어봤는데 맛있어요 ~ 사기전 후기들이 짜다는 말이 많아서 걱정했는데 제 입맛엔 그렇게 짜진 않았네요,1
재구매 너무 기대했나봅니다 끝물이라 그런가요 하나같이 푹푹 들어가고 한개 곰팡이 4개는 터져서 오고..,0
애들 제어가 안되서 흠 ㅜㅠ,0
원하는 기능이었습니다 갤럭시 홈미니에 연동해서 잘 쓰고 있습니다 무드등 향초 스위치로 잘 쓰고있네요 감사합니다,1
배송이 빨리 왔어요 앞으로도 여기로 시키려구오^^,1
아직 안먹어보고 쓰는거입니다. 하루만에 배송이 왔네요...잘먹을게요,1
조조로 하면 가성비가 좋음,1
지퍼 옆주머니 잠금시 올릴때마다 지퍼가 씹고 있는데 불편합니다,0
"가공이 제대로 되어있지않고, 사이즈가 맞지않아 워치와 스트랩이 연결되는 고정부가 파손되었네요.. 돌돌이는 한번쓰니 바로 뒤로 빠지면서 파손됩니다. 배송도 느렸는데 시계도 파손되고 정말 짜증났네요.",0
치킨볼에서 비린맛나요 ㅜㅜ 전에 그냥 치킨은 괜찮앗는데..,0
완전 친절 하시고 저녁늦게 배송 해주셨지만 넘나 감사히 잘 해주셨습니다.,1
맛있어요 잘받아씁티다,1
기대보다 효과가 미비함,0
압출 잘안데여 ㅠㅠ 면봉이최고,0
ㅋㅋㅋㅋㅋ 안조이고 까슬거리지도 않고 좋은데 입으면 속이 훤히 비쳐서 거울보고 웃었음ㅋㅋㅋ 이런 속옷 처음임,1
배송 빨라요~~ 색감 정말 美쳤네요ㅋㅋ,1
어린이집 생일선물로 좋을꺼같네요. 추가구매합니다,1
너무크고 압축도 안되고 ... 완전 솜침낭 쩌네요 크기가 ㄷㄷㄷ 80리터 배낭 2/3차지하네요 오리털 침낭인줄알고 산 내 잘못이지만 휴 짐싸면서 한숨만 나오네요,0
마라탕 좋아하시는 분께 드렸는데... 그분이랑은 안 맞는것 같습니다..,0
한번쓰고 바로버렸습니다,0
